7.659350861794419	-15.134347185191595
7.33551156524965	-14.931386307406362
7.0144570820953795	-14.728958321298576
6.6961874123316125	-14.527063226868245
6.380702555958342	-14.325701024115356
6.068002512975574	-14.124871713039914
5.758087283383306	-13.924575293641928
5.450956867181537	-13.724811765921382
5.146611264370269	-13.525581129878296
4.845050474949501	-13.32688338551265
4.546274498919232	-13.128718532824456
4.2502833362794625	-12.93108657181371
3.957076987030197	-12.733987502480408
3.6666554511714304	-12.537421324824566
3.379018728703163	-12.341388038846164
3.0941668196253937	-12.145887644545214
2.812099723938127	-11.950920141921708
2.5328174416413596	-11.75648553097565
2.2563199727350947	-11.562583811707052
1.9826073172193268	-11.369214984115894
1.711679475094061	-11.176379048202188
1.443536446359295	-10.984076003965923
1.1781782310150273	-10.792305851407113
0.9156048290612622	-10.601068590525758
0.655816240497997	-10.410364221321844
0.39881246532523096	-10.220192743795378
0.14459350354296485	-10.03055415794636
-0.1068406448488004	-9.84144846377479
-0.3554899798500648	-9.65287566128068
-0.6013545014608301	-9.464835750464006
-0.8444342096810955	-9.277328731324788
-1.08472910451086	-9.090354603863014
-1.3222391859501246	-8.903913368078692
-1.5569644539988892	-8.718005023971815
-1.788904908657152	-8.532629571542392
-2.0180605499249165	-8.347787010790414
-2.244431377802182	-8.16347734171588
-2.468017392288945	-7.979700564318799
-2.688818593385208	-7.796456678599176
-2.9068349810909737	-7.613745684556987
-3.122066555406237	-7.431567582192256
-3.334513316330999	-7.2499223715049705
-3.544175263865263	-7.068810052495133
-3.7510523980090227	-6.88823062516275
-3.9551447187622903	-6.708184089507805
-4.156452226125052	-6.528670445530322
-4.3549749200973125	-6.349689693230276
-4.550712800679076	-6.171241832607686
-4.743665867870337	-5.993326863662544
-4.933834121671098	-5.815944786394843
-5.12121756208136	-5.6390956008045965
-5.305816189101122	-5.4627793068917985
-5.487630002730387	-5.286995904656452
-5.666659002969144	-5.111745394098554
-5.8429031898174095	-4.937027775218093
-6.016362563275169	-4.762843048015094
-6.18703712334243	-4.58919121248954
-6.354926870019191	-4.416072268641434
-6.520031803305451	-4.24348621647078
-6.682351923201211	-4.071433055977566
-6.8418872297064715	-3.899912787161812
-6.998637722821231	-3.728925410023498
-7.152603402545492	-3.558470924562636
-7.303784268879251	-3.3885493307792256
-7.452180321822512	-3.219160628673256
-7.5977915613752725	-3.050304818244742
-7.740617987537531	-2.8819818994936757
-7.880659600309289	-2.714191872420054
-8.017916399690547	-2.5469347370238875
-8.152388385681306	-2.380210493305162
